assessmentId,internalTaxonId,Study_ID,scientificName,Common_name,redlistCategory,Synonyms_or_previous_lump,Rodent_attributed_IUCN,Article,Article_secondary_same_data,Study_type,Study_data_type_useable,Study_rodent,Study_rodent_species_Rattus_genus,Study_location,Latitude,Longitude,Description,Year,Site,Predator_mean,Predator_error,Predator_error_type,Predator_HPD_Credible_Intervals_Lower_95,Predator_HPD_Credible_Intervals_Upper_95,Predator_sample_size,Predator_units,Predator_comment,Prey_mean,Prey_error,Prey_error_type,Prey_sample_size,Prey_units,Abundance_reproduction,Hypothesis_supported_when,Prey_comment,Sample_size_overall,Sample_type,Sampling_quote,Source,Data_notes,Effect_type
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2008,Moanalua,0.113,,,,,,Rats/trap/visit,,25.754,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2009,Moanalua,0.106,,,,,,Rats/trap/visit,,26.736,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2005,Makaha,0.341,,,,,,Rats/trap/visit,,12.616,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2006,Makaha,0.126,,,,,,Rats/trap/visit,,12.739,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2007,Makaha,0.225,,,,,,Rats/trap/visit,,7.705,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2008,Makaha,0.118,,,,,,Rats/trap/visit,,7.95,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2009,Makaha,0.16,,,,,,Rats/trap/visit,,5.003,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2007,Waikane,0.34,,,,,,Rats/trap/visit,,6.6,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2008,Waikane,0.194,,,,,,Rats/trap/visit,,2.548,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2005,Schofield,0.214,,,,,,Rats/trap/visit,,14.949,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2006,Schofield,0.263,,,,,,Rats/trap/visit,,14.949,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2007,Schofield,0.24,,,,,,Rats/trap/visit,,12.739,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2008,Schofield,0.3,,,,,,Rats/trap/visit,,12.002,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
95133622,22736423,study_7,Chasiempis ibidis,Oahu Elepaio,Endangered,Chasiempis sandwichensis,Rattus rattus,"VanderWerf, E.A., Mosher, S.M., Burt, M.D., Taylor, P.E. and Sailer, D., 2011. Variable efficacy of rat control in conserving O ‘ahu ‘Elepaio populations. In Proceedings of the Island Invasives: Eradication and Management Conference.",N/A,Spatiotemporal,,Rattus rattus,,O’ahu,21.4389,-158.0001,Rat abundance vs bird abundance (breeding pairs) over time and across sites,2009,Schofield,0.072,,,,,,Rats/trap/visit,,19.001,,,,Number of breeding pairs,Abundance,Negative,,,,,"Figure 3,7",,Correlation
119177586,45353580,study_9,Apteryx mantelli,North Island Brown Kiwi,Vulnerable,Apteryx australis,Rattus,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",N/A,Temporal,,"Rattus rattus, Rattus norvegicus, Rattus exulans",1,Trounson Kauri Park,-35.7199752,173.6493761,Rat abundance vs chick survival over time,1997,Trounson Kauri Park,0.0021375,,,,,,Percent tunnels tracked by rats,,0.25,,,,Percent survived to 1kg,Reproduction,Negative,,,,,"Figure 3,5",Table 4 unuseable due to limited years,Correlation
119177586,45353580,study_9,Apteryx mantelli,North Island Brown Kiwi,Vulnerable,Apteryx australis,Rattus,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",N/A,Temporal,,"Rattus rattus, Rattus norvegicus, Rattus exulans",1,Trounson Kauri Park,-35.7199752,173.6493761,Rat abundance vs chick survival over time,1998,Trounson Kauri Park,0.0309025,,,,,,Percent tunnels tracked by rats,,0.389,,,,Percent survived to 1kg,Reproduction,Negative,,,,,"Figure 3,5",Table 4 unuseable due to limited years,Correlation
119177586,45353580,study_9,Apteryx mantelli,North Island Brown Kiwi,Vulnerable,Apteryx australis,Rattus,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",N/A,Temporal,,"Rattus rattus, Rattus norvegicus, Rattus exulans",1,Trounson Kauri Park,-35.7199752,173.6493761,Rat abundance vs chick survival over time,1999,Trounson Kauri Park,0.0598375,,,,,,Percent tunnels tracked by rats,,0.688,,,,Percent survived to 1kg,Reproduction,Negative,,,,,"Figure 3,5",Table 4 unuseable due to limited years,Correlation
119177586,45353580,study_9,Apteryx mantelli,North Island Brown Kiwi,Vulnerable,Apteryx australis,Rattus,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",N/A,Temporal,,"Rattus rattus, Rattus norvegicus, Rattus exulans",1,Trounson Kauri Park,-35.7199752,173.6493761,Rat abundance vs chick survival over time,2000,Trounson Kauri Park,0.0723125,,,,,,Percent tunnels tracked by rats,,0.429,,,,Percent survived to 1kg,Reproduction,Negative,,,,,"Figure 3,5",Table 4 unuseable due to limited years,Correlation
119177586,45353580,study_9,Apteryx mantelli,North Island Brown Kiwi,Vulnerable,Apteryx australis,Rattus,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",N/A,Temporal,,"Rattus rattus, Rattus norvegicus, Rattus exulans",1,Trounson Kauri Park,-35.7199752,173.6493761,Rat abundance vs chick survival over time,2001,Trounson Kauri Park,0.058445,,,,,,Percent tunnels tracked by rats,,0.25,,,,Percent survived to 1kg,Reproduction,Negative,,,,,"Figure 3,5",Table 4 unuseable due to limited years,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1995,Coppermine,2,,,,,,Number of rats observed per 15min,,0.06531,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,18,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1996,Coppermine,1.5,,,,,,Number of rats observed per 15min,,0.05408,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,19,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1997,Coppermine,0,,,,,,Number of rats observed per 15min,,0.38333,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,21,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1998,Coppermine,0,,,,,,Number of rats observed per 15min,,0.39966,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,10,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1999,Coppermine,0,,,,,,Number of rats observed per 15min,,0.78878,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,24,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1993,Lady Alice,2.2,,,,,,Number of rats observed per 15min,,0.4949,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,24,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1994,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.37789,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,29,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1995,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.86224,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,21,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1996,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.68265,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,25,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1997,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.59286,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,22,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1998,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.53299,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,23,Nests monitored,,Figure 2,,Correlation
132468877,132468585,study_12,Puffinus myrtae,Rapa Shearwater,Critically Endangered,"Puffinus assimilis, Puffinus newelli",Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1999,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.75884,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,23,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1992,Coppermine,0,,,,,,Number of rats observed per 15min,,0.57909,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,24,Nests monitored,,Figure 2,,Correlation
