assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Rodent_attributed_IUCN,redlistCategory,Deforestation_logging,Development,Mining,Farming_and_other_habitat_loss,Human_presence,Human_hunting_harvesting,Human_foraging,Domestic_grazing,Ending_domestic_grazing,Fire_burning,Garbage_plastic,Artificial_light,Collision,Fishing_bycatch_collision,Fishing_prey_loss,Toxins_pesticides_pollution_oil_spills_radioactive_exposure_heavy_metals,Pollinator_loss,Tree_dieback,Global_warming,Landslides,Volcano,Flood,Ocean_swell_tsunami,Prey_base_currents_temp_weather,Weather_extreme_unfavourable_sea_temp_cyclone,Pig_introduced,Cat_introduced,Mongoose_introduced,Opposum_introduced,Coati_introduced,Civets_introduced,Ferret_introduced,Raccoon_introduced,Mink_introduced,Foxes_introduced,Gennet_introduced,Stoat_introduced,Weasel_introduced,Mustelid_family_introduced,Hedgehog_introduced,Barbary_ground_squirrels_introduced,Dog_domestic,Barn_owl_introduced,Brown_tree_snake_introduced,Monitor_lizard_introduced,Crab_eating_macaques_introduced,Green_monkey_introduced,Mona_Monkey_introduced,Cattle_introduced,Mouflon_introduced,Rabbits_introduced,Donkey_horse_introduced,Sheep_introduced,Guinea_pigs_introduced,Goats_introduced,Horses_introduced,Herbivores_introduced_other_or_unspecified,Brushtail_possum_introduced,Deer_introduced,Egret_introduced,Plants_introduced,Fish_introduced,Insects_invertebrates_introduced,Reptile_introduced,Hybridization,Bird_other_introduced,Myna_introduced,Seal_native_habitat_effects,Tortoise_native,Insects_native,Reptile_native,Competition_native_mammal,Predation_native_mammal,Competition_native_bird,Predation_native_bird,Disease,Algal_bloom,Parasites,Primary_causes,Rodent_primary,Rodent_only_primary
93374177,22692920,Fulica alai,Hawaiian Coot,,"Rattus rattus, Rattus norvegicu",Vulnerable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Habitat loss,0,0
93396439,22693330,Prosobonia leucoptera,Tahiti Sandpiper,,Rattus,Extinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rats,1,1
93557909,22696373,Falco punctatus,Mauritius Kestrel,,Rattus rattus,Endangered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Habitat loss, introduced plants, pesticides",0,0
93558237,22696380,Falco araeus,Seychelles Kestrel,Falco araea,Rattus,Vulnerable,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Habitat loss, pesticides, human hunting",0,0
93722423,22699268,Elaenia ridleyana,Noronha Elaenia,,Rattus,Vulnerable,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habitat loss,0,0
93860479,103670928,Cinclodes antarcticus,Blackish Cinclodes,,Rattus,Near Threatened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rats, cats",1,0
93953867,22704125,Apalopteron familiare,Bonin White-eye,Apalopteron familiare,"Rattus rattus, Rattus norvegicus",Near Threatened,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habitat loss,0,0
93962858,22704317,Gymnomyza samoensis,Mao,,Rattus,Endangered,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habitat loss,0,0
93963628,22704323,Moho braccatus,Kauai Oo,,Rattus rattus,Extinct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rats, Habitat loss, pigs, disease",0,0
93963979,22704335,Moho bishopi,Bishop's Oo,,Rattus rattus,Extinct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Habitat loss, introduced herbivores",0,0
93982219,22704724,Gerygone insularis,Lord Howe Gerygone,,Rattus,Extinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rats,1,1
94021921,22705510,Pachycephala jacquinoti,Tongan Whistler,,"Rattus exulans, Rattus rattus",Near Threatened,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habitat loss,0,0
94026176,22705595,Turnagra capensis,South Island Piopio,,Rattus,Extinct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rats,1,1
94048187,22706052,Corvus hawaiiensis,Hawaiian Crow,,Rattus,Extinct in the Wild,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Habitat loss,0,0
94077305,22706569,Lalage newtoni,Reunion Cuckooshrike,Coracina newtoni,"Rattus rattus, Rattus norvegicus",Critically Endangered,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Rats,1,1
94097314,22706921,Rhipidura semirubra,Manus Fantail,,Rattus,Vulnerable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Unknown,0,0
94098323,22706943,Dicrurus aldabranus,Aldabra Drongo,,Rattus,Near Threatened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Rats, predation native birds",1,0
94098582,22706947,Dicrurus fuscipennis,Comoro Drongo,,Rattus,Endangered,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,0
94163698,22708535,Zoothera terrestris,Bonin Thrush,,Rattus,Extinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rats, cats",1,0
94165878,22708579,Myadestes obscurus,Omao,,Rattus,Vulnerable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Habitat loss,0,0
94247819,22710490,Aplonis pelzelni,Pohnpei Starling,,Rattus,Critically Endangered,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,0
94248268,22710496,Aplonis corvina,Kosrae Starling,,Rattus,Extinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rats,1,1
94248417,22710499,Aplonis mavornata,Mysterious Starling,,Rattus norvegicus,Extinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rats,1,1
94248565,22710502,Aplonis cinerascens,Rarotonga Starling,,Rattus rattus,Vulnerable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,0
94249210,22710511,Aplonis fusca,Tasman Starling,Aplornis fusca ssp. Fusca,Rattus rattus,Extinct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rats, habitat loss",1,0
94366667,22713239,Hypsipetes olivaceus,Mauritius Bulbul,,Rattus,Vulnerable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,0
94395989,22713976,Zosterops mouroniensis,Mount Karthala White-eye,,Rattus,Vulnerable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volcano,0,0
94406811,22714223,Zosterops strenuus,Robust White-eye,,Rattus rattus,Extinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rats,1,1
94408375,22714258,Zosterops samoensis,Samoan White-eye,,Rattus rattus,Vulnerable,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habitat loss,0,0
94421643,22714587,Nesillas aldabrana,Aldabra Brush-warbler,,Rattus,Extinct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Rats, cats, goats, tortoises",1,0
94427198,22714791,Acrocephalus rehsei,Nauru Reed-warbler,,Rattus,Vulnerable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habitat loss,0,0
94428846,22714821,Acrocephalus kerearako,Cook Islands Reed-warbler,,"Rattus exulans, Rattus rattus",Near Threatened,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Rats, cats, myna",1,0
94431545,22714874,Acrocephalus rodericanus,Rodrigues Warbler,Bebrornis rodericanus rodericanus,Rattus,Near Threatened,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rats, habitat loss, cats",1,0
94451811,22715412,Phylloscopus amoenus,Kolombangara Leaf-warbler,,Rattus,Vulnerable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural disasters,0,0
94614044,22719149,Foudia rubra,Mauritius Fody,,Rattus rattus,Endangered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Rats, habitat loss, macaques",1,0
94614670,22719159,Foudia flavicans,Rodrigues Fody,,Rattus rattus,Near Threatened,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Habitat loss,0,0
94680871,22720742,Loxioides bailleui,Palila,,Rattus rattus,Critically Endangered,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Habitat loss,0,0
94681687,22720753,Pseudonestor xanthophrys,Maui Parrotbill,,Rattus,Critically Endangered,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Pigs,0,0
